status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
124462251040725_936758403144435,b'Come over to ABS2100 to hear Joel Markoff tell us all about the life of a Consultant ! \n\nhttps://www.facebook.com/events/1042790262529595/?ti=icl',b'Pitch Perfect: A Real Consulting Engagement',event,https://www.facebook.com/events/1042790262529595/,2017-10-25 21:15:16,1,0,0
124462251040725_935901003230175,b'Catch a break and join SUBS for a round of futsal. Tomorrow 1.30pm-3pm SUSAC court 3.',b'Unofficial Interfac - Week 12 Mixed Futsal',event,https://www.facebook.com/events/124062388275745/,2017-10-24 00:14:44,6,2,0
124462251040725_935457836607825,"b""Curious about the Design Thinking process? Keen to learn how top entrepreneurs come up with innovative solutions? Get ready to start ideating for the Hult Prize Challenge.\n\nCome along for the Hult Prize Design Thinking workshop, led by the Head of Product Design at HATCH. You'll learn the Ins and Outs of design thinking, and why this approach is so widely adopted by leading entrepreneurs for problem solving.""",b'Hult Prize x Hatch (Design-Thinking Workshop)',event,https://www.facebook.com/events/227528454506094/,2017-10-23 03:02:15,3,0,0
124462251040725_934939969992945,"b""Hi everyone! \n\nHope you've all had a lovely weekend. This week, USYD's AAASoc has an exciting workshop based on personal branding... \n\nWhat do you hope people associate with you when they think of your name? On a business-level branding is common, but today, branding is becoming just as important on a personal level. AAASoc is determined to help YOU focus on YOUR career development and construction of your very own personal brand. \n\nJoin them and make your mark to communicate your skills and personality - don't miss out! \n\nAAASoc x ACCA Presents: Building Your Own Brand""",,photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/934939629992979/?type=3,2017-10-22 01:57:00,9,0,0
124462251040725_932999656853643,"b""The Interfaculty Sport Competition has come to an end and we are excited to announce that we have placed third overall. Thank you to all the players that have shown up and played for us over the past two semesters - we couldn't have done it without you. Looking forward to seeing all of you next semester :)\nP.S keep your eyes pealed on the SUBS SPORT facebook page for Bubble Soccer in week 13 :)""",,photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/932999486853660/?type=3,2017-10-18 04:23:04,11,0,0
124462251040725_1042790262529595,"b""Have you ever wanted to learn what a consultant actually does on the day-to-day ? Would you like to know how to earn money from the notes that you spent hours putting together? Then we will see you at our Consultancy Workshop run by EY Senior Consultant Joel Markoff, who is also now working as a General Manager of an exciting startup - Nexus Notes.\n \nDate: 26th of October\nTime: 1 - 3 pm\nLocation: ABS2100\n \nREGISTER HERE:\nhttps://docs.google.com/forms/d/e/1FAIpQLSfMQA0THdev5agdY41LBJYdD_p3Qb15Gy63h3l3SOxOHbN-ww/viewform?usp=sf_link\n\nJoel knows consulting. After graduating he spent time with Grant Thornton's Recovery and Reorganisation team, and Deloitte's Strategy and Operations team, before beginning his career at EY in Performance and Improvement Advisory. He is one of EY's best internally-rated consultants, with experience in Education, Construction, Financial Services and Healthcare. He is eager to share the process he pursued in one of his engagements, to give us insight into how great consultants work. His advice will be invaluable to students who want to stand out in their applications to work in financial services.\n \nHe has paused his career at EY to work as General Manager of Nexus Notes, where he oversees a peer-to-peer marketplace used by ~1.5 million University students across Australia and New Zealand to sell and buy summary notes. It's a profitable startup turning over 150k in revenue per year, with 10K users already on the platform internationally. In 2015, it received seed funding through Australia's leading accelerator 'Startmate' which is backed by Blackbird Ventures. Later in 2015 the founders pitched on SharkTank AU. The venture was co-founded at Sydney University and Sydney remains the largest market to date. Students who have put effort into their notes can make easy money and also benefit from mentoring opportunities, job references and access to exclusive events and networking sessions with access to major commercial and legal firms.\n \nJoel will be providing unique end to end insight into how a successful project is run at a consulting firm, by breaking down the process and highlighting the various stages of preparing a deliverable. He will also be highlighting how best to take advantage of great opportunities through Nexus Notes. The workshop will be interactive and audience participation is expected! We look forward to seeing you there!""",b'Pitch Perfect: A Real Consulting Engagement',event,https://www.facebook.com/events/1042790262529595/,2017-10-18 03:11:49,1,0,0
124462251040725_931611116992497,"b""Hey everyone,\n\nHands up if you're excited for SUBS Ball 2017! We sure are, and we are so excited to see all of you dressed to impressed on Thursday. Nevertheless, JUST in case you're in need of some last minute Ball essentials, we've partnered with THEICONIC & Hatch to give you a cheeky discount code. If you need a tie, perhaps a pocket square or if you broke your shoe Friday night - we've got you covered! Even if you aren't coming to Ball, we don't judge if you buy a little something for yourself \xf0\x9f\x98\x89\nCheck out: https://theiconic.com.au/ (see terms and conditions below)\nCODE: SUBS2017\n\nAlso, if you're a student in engineering/design who's on the job-hunt, we'd love for you to check out the new internships offered by Hatch. Hit the link so you don't miss out on this awesome opportunity: https://hatch.team/ \n\n Happy shopping! See you all on Thursday \xe2\x9d\xa4 \n\n Kind regards,\n The SUBS Squad.\n\n * * * \n\nMinimum Spend $79. Valid on Full Priced Items only until 11.59pm on 31.12.2017. Excluding Nike, Maison Scotch, Ivy Park, Ralph Lauren, Tony Bianco, Converse, Le Specs, Dolce & Gabbana, Karl Lagerfeld, The Horse, Valley, Rip Curl, The Beach People, House of Holland, McQ, Karen Walker, Scotch & Soda, Windsor Smith, Nixon, Ray-Ban, Versace, Burberry, Emporio Armani, Oakley, Oroton, Cambridge Satchel Co and items sent separately from a partner brand. Cannot be used with any other code or offer. Conditions apply: www.theiconic.com.au/terms-of-use/#vouchers [1]""",,photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/932092290277713/?type=3,2017-10-16 02:59:00,13,2,1
124462251040725_930953447058264,"b""Good afternoon everyone,\n\nWe have an exciting opportunity for you! If you are a penultimate or final year student that is yet to secure a Summer Internship - don't you worry. \n\nCitibank have positions opened in their Consumer Bank divisions and would love to have YOU on board. This is a rotational program in which you will have the opportunity to work in business areas such as digital banking, central marketing, retail banking and wealth management distribution, finance, risk management or even operations & technology. Interested? Think you'd be suited for the role? Click the links below to explore your professional opportunities!\n\n2018 Full Time Analyst: https://citi.avature.net/careers/ProjectDetail/Sydney-New-South-Wales-Australia-APAC-Consumer-Banking-2018-Full-Time-Analyst-Sydney-Australia/5369\n\n2017 Summer Analyst:\nhttps://jobs.citi.com/job/sydney/consumer-banking-2017-summer-analyst-sydney/287/5825807\n \nApplications close tomorrow evening at 11:59 pm. Get in quick to score an awesome experience in the workforce alongside leading industry professionals!\n\nTag a mate who needs a job ;)""",,photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/930953300391612/?type=3,2017-10-13 21:37:00,16,8,1
124462251040725_930603387093270,"b'""Exploration of personal leadership"" - An interactive session with Dr Helen Parker\nHelen Parker is a lecturer and unit of study coordinator at the University of Sydney Business School. She is an early career researcher with interests ranging from adult developmental theory and its application to the psychosocial growth of business leaders and students, to how multidisciplinary teams best \'share\' leadership, build trust and cope with conflict in the newer collaborative organizations.\nIn this interactive session, Dr Helen Parker will help you curate out your own subjective leadership skills and how you will be able to work with it in a shared and collaborative leadership environment.\nEvent Details:\nEvent Location: Room 3190, Abercrombie Business School, H70, Abercrombie St & Codrington St, Darlington NSW, 2006\nDate: Tuesday 17th October 2017\nTime: 12pm - 1pm\n*** SEATS ARE LIMITED***\nto book your seats go the following link:\nhttps://goo.gl/forms/CG9w5BalAgqUOuPm1\nfor further query please contact us at sabs.usyd@gmail.com'",,photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/930603337093275/?type=3,2017-10-13 03:27:09,1,0,0
124462251040725_929964140490528,"b'Are you interested in innovation? Do you want to get to know more about the startups which are shaping the business ecosystem? \n\nJoin the Sydney Innovation Hub who will be hosting the second Insight event, alongside the Spark festival! Hear from the partners and CEOs who are changing business as we know it, at 6:30pm Monday 16 October.\n\nTo register and for more details, head to https://www.eventbrite.com.au/e/insights-into-startups-marketplaces-tickets-37165157988?aff=es2'",,status,,2017-10-12 02:30:00,6,0,0
124462251040725_929142073906068,"b'We are SO PROUD to be the official society of University of Sydney Business School, recently ranking  GLOBALLY in the TOP 100! \nhttps://www.timeshighereducation.com/world-university-rankings/by-subject'",,photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.303203206499961.1073741834.124462251040725/929141760572766/?type=3,2017-10-10 04:43:45,29,0,0
124462251040725_928631630623779,"b'Interested in finance or investment banking? Look no further than UNIT USYD\xe2\x80\x99s CBA Financial Modelling evening happening this Thursday. If you want to stand out in internship and job applications, make sure to attend this exclusive workshop presented by the 2015/16 Financial Modelling World Champion Joseph Lau. Students will be given real life examples and practical knowledge to ensure they\xe2\x80\x99ve got an extra edge in the financial field. Check out the event below so you don\xe2\x80\x99t miss out on this incredible opportunity!'",b'UNIT USYD | CBA Financial Modelling Evening',event,https://www.facebook.com/events/1278303032315422/,2017-10-09 03:16:47,6,0,0
124462251040725_1099662283470294,"b'With only a couple of weeks of uni to go, we are nearing the end of the Interfaculty Sports Competition. The last sporting event for the semester is the ever so famous 5km run.\n\nFor this event, which you can run, jog or walk, we get 1 point for EVERY SINGLE PERSON THAT PARTICIPATES.\n\nWe are calling EVERY SINGLE ONE OF YOU to come down and reinforce our strong position in the 2017 competition. It is our last chance to show the other faculties that SUBS is a force to be reckoned with and to place within the top three. \nTypically Law and Enginerring come out with around 50 runners for this event so we will need you to dust off those running shoes!\n\nGet down there at 2.30pm to be a part of it, as we once again show USYD just who its greatest faculty truly is.\n\nAnd if that wasnt enough to tempt you to come down and join SUBS for an afternoon of fun ......did we mention the free BBQ and RedBull?'",b'Interfaculty Sport: 5km Run',event,https://www.facebook.com/events/1099662283470294/,2017-10-08 19:37:37,3,0,0
124462251040725_375661056200136,"b""After two weeks of break, we're back again for another week of interfaculty sport, mixed touch football. SUBS is looking to field one team with as many as possible on the bench so if you reckon you're an untouchable come help SUBS out and give us a try!\nIf you are interested in playing please message Nathan or Maren.""",b'Interfaculty Sport: Mixed Touch Football',event,https://www.facebook.com/events/375661056200136/,2017-10-08 04:08:56,3,0,0
124462251040725_927594504060825,"b'Want to have your say in one of the biggest societies at USYD? Join the executive and subcommittee team at the General Meeting on the 11th October, where the positions of Marketing Social Media executive and Publications executive will be put to vote. If you want to keep up to date with the society, check out the event below!'",b'SUBS General Meeting No. 1',event,https://www.facebook.com/events/480721035646920/,2017-10-07 00:43:59,5,0,0
124462251040725_927140190772923,"b""Do you love social enterprises? Renewable energy? Or want to improve your public speaking and pitching skills? \nIf you answered YES to any of those questions, come learn about the Hult Prize at our Introductory Evening. We'll run you through when and how to compete in this ONE MILLION DOLLAR competition, and you'll hear from the winners of USYD's Hult Comp last year.\n\nSign up for Intro night here: https://tinyurl.com/yd7lg994\n\nEvent: https://tinyurl.com/y7wocww4""",,status,,2017-10-06 02:45:00,9,0,0
124462251040725_926714537482155,"b""Have you ever met a girl boss and wondered how she did it? If YES this is the event for you! The Network of Women invite YOU to their end of year cocktail panel event 'Wonder Woman'! SIGN UP NOW!""",b'Wonder Women: Corporate Cocktails with NOW',event,https://www.facebook.com/events/933829470099181/,2017-10-05 02:22:18,1,0,0
124462251040725_925776630909279,"b""Globally, women hold only 12% of the world\xe2\x80\x99s board seats and earn 77% of what their male colleagues earn in the same position. \n\nCome along to Project Everest's free workshop to hear from a panel of inspiring females. We will be having an open floor Q&A, opportunities for networking and a discussion of all the glass ceilings these women have smashed on their way to success.\n\nThe names of panel guests will be released in the next few days, so stay tuned!\n\nDate: Thursday 12.10.17\n\nTime: 5.30pm - 7.00pm\n\nLocation: AEONA, Level 3, 1 Buckingham Street, Surry Hills\n\nRegister here: https://www.projecteverest.ventures/workshop-registration/""",b'Workshop 5: Women in Leadership',event,https://www.facebook.com/events/722850894581306/,2017-10-03 02:57:58,4,0,0
124462251040725_924615631025379,"b""Meet the \xe2\x80\x98and chill\xe2\x80\x99 co-founders: Callum Forbes and Jeffrey Feng!\n\nBoth founders are USYD alumni, with Callum having received a Bcom, MBA and JD law degree, and Jeffrey having received a Bcom law degree. Both Callum and Jeffrey have experience in a variety of fields ranging from strategy, M&A and finance in large firms such as Macquarie bank, nbn Australia, Woolworths, PWC, Qantas, THEICONIC and many more.\n\nStarting with only one property in Alexandria just last year, they\xe2\x80\x99re now managing properties all across Sydney, Gold Coast and Melbourne, capitalising on the Airbnb boom to help investors transform their homes and apartments into 5-star rental properties. In just under 2 years they've grown into a team of 25, and are looking to expand! Are you interested in joining the team? \n\nApply here for the internship opportunity (Applications close at 12pm on Tuesday and successful applicants will be notified that Tuesday evening):\nhttp://andchill.property/internship\n\nRegister here to meet them in person: \nhttps://tinyurl.com/SUBSandchill\n\nEvent:\nhttps://www.facebook.com/events/125352831520437/""",,status,,2017-10-01 03:00:00,0,0,0
124462251040725_923268561160086,"b'Business and accounting pathways, which one will set you up for career success?\n\nBusiness and accounting have many diverse career pathways including forensic, sustainability, government, tax, social, and financial accounting.\n\nAs a student, you need to select the right fit for your talent and skill set to ensure a successful career. But how can you select an accounting specialty when you don\xe2\x80\x99t know all the options? \n\nChartered Accountants Australia and New Zealand along with FMAA, SUBS, BusinessOne and AAASoc have created Find your Fit to give you an insight into what your future career could look like. \n\nHear directly from young professional Chartered Accountants that take on these roles day-to-day, the opportunities and experiences they have had during their careers and also provide insight into why completing the CA Program has helped them.  \n\nWhen: Tuesday 24 October\nTime: 12.30pm \xe2\x80\x93 2.00pm\nLocation:  The Refectory, Level 5, Abercrombie Building, Darlington.\n\nRegister to attend this information session today to find out which accounting speciality could be the right accounting pathway for you.\n\nRegister here: http://events.charteredaccountantsanz.com/d/rtq832?RefID=SS_eDM'",,photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/923268497826759/?type=3,2017-09-28 03:06:26,3,0,0
124462251040725_923100127843596,"b""1 minute, that's all it took yesterday. Are you ready this time?\n\nThe Hatter awaits you, the white rabbit and Alice too. \n\nSUBS x GT present: Through the Looking Glass (2017 Business Ball)""",b'Countdown to Second Release',video,https://www.facebook.com/SydneyUniversityBusinessSociety/videos/923100127843596/,2017-09-27 19:00:46,15,1,0
124462251040725_922652644555011,"b""IT'S GO TIME, FIRST-RELEASE TICKETS LIVE AT 10AM!\n\n\xe2\x9c\xa4 BUY TICKETS HERE: http://subslookingglass.getqpay.com/ \xe2\x9c\xa4""",b'Sydney University Business Society - SUBS',video,https://www.facebook.com/SydneyUniversityBusinessSociety/videos/922650591221883/,2017-09-26 19:01:21,1,0,0
124462251040725_922352141251728,b'\xe2\x9c\xa4 1st RELEASE TICKETS ARE TOMORROW at 10am \xe2\x9c\xa4\n\n\xe2\x9d\x88 SUBS presents 2017 Business Ball: Through the Looking Glass \xe2\x9d\x88',b'Sydney University Business Society - SUBS',video,https://www.facebook.com/SydneyUniversityBusinessSociety/videos/922344754585800/,2017-09-26 04:06:44,3,1,0
124462251040725_921343278019281,"b'180 Degrees Consulting is hosting a cruise this Friday night! You do not need to have been a part of 180 Degrees Consulting to attend - we welcome everyone to come along!\n\nThe ticket price includes a 4hr cruise on Darling Harbour, UNLIMITED drinks (beer, wine, sparkling wine) and canapes\n\nTickets are very close to selling out, so get yours ASAP!\n\nSee the FB event for more details: https://www.facebook.com/events/113865646007755/\n\nBuy your tickets here: http://bit.ly/180DCCruise2017'",b'180 Degrees Consulting Cruise',event,https://www.facebook.com/events/113865646007755/,2017-09-25 04:00:00,3,1,0
